id,word,polarity,joy,fear,sadness,anger,surprise,disgust,one_word,word_variation,no_variation,sentiment
12577,sillon,negative,0,1,1,0,0,1,1,0,1,-1
12578,similaire,positive,0,0,0,0,0,0,1,0,1,1
12579,similarité,positive,0,0,0,0,0,0,1,0,1,1
12580,similitude,positive,0,0,0,0,0,0,1,0,1,1
12581,simplement,positive,0,0,0,0,0,0,1,0,1,1
12582,simplet,negative,0,0,0,0,0,0,1,0,1,-1
12583,simplifier,positive,0,0,0,0,1,0,1,0,1,1
12584,simpliste,negative,0,0,1,0,0,1,1,0,1,-1
12585,simulacre,negative,0,1,1,1,0,1,1,0,1,-1
12586,simuler,negative,0,0,0,0,0,0,1,0,1,-1
12587,simulation,negative,0,0,0,0,0,0,1,0,1,-1
12588,simultané,positive,0,0,0,0,0,0,1,0,1,1
12589,simultanément,positive,0,0,0,0,0,0,1,0,1,1
12590,sincère,positive,0,0,1,0,1,0,1,0,1,1
12591,singe,positive,0,0,0,0,0,0,1,0,1,1
12592,singer,positive,0,0,0,0,0,0,1,0,1,1
12593,singularité,positive,0,0,0,0,0,0,1,0,1,1
12594,singulièrement,positive,0,0,0,0,1,0,1,0,1,1
12595,sinistre,negative,0,1,1,1,0,1,1,0,1,-1
12596,sinuer,negative,0,1,0,0,0,1,1,0,1,-1
12597,sinus,negative,0,0,0,0,0,1,1,0,1,-1
12598,siphon,negative,0,1,0,0,0,0,1,0,1,-1
12599,siphonner,negative,0,1,0,0,0,0,1,0,1,-1
12600,sire,positive,0,0,0,0,0,0,1,0,1,1
12601,sirène,positive,0,1,0,0,1,0,1,0,1,1
12602,sirop,positive,0,0,0,0,0,0,1,0,1,1
12603,siroter,positive,0,0,0,0,0,0,1,0,1,1
12604,site,positive,0,0,0,0,0,0,1,0,1,1
12605,situation,positive,0,0,0,0,0,0,1,0,1,1
12607,situer,positive,0,0,0,0,0,0,1,0,1,1
12608,sixième,positive,0,0,0,0,0,0,1,0,1,1
12609,sketch,positive,0,0,0,0,0,0,1,0,1,1
12610,ski,positive,0,0,0,0,0,0,1,0,1,1
12611,skier,positive,0,0,0,0,0,0,1,0,1,1
12612,skiff,positive,0,0,0,0,0,0,1,0,1,1
12613,skipper,positive,0,0,0,0,0,0,1,0,1,1
12614,slip,positive,0,0,0,0,0,0,1,0,1,1
12615,slogan,positive,0,0,0,0,0,0,1,0,1,1
12616,sloop,positive,0,0,0,0,0,0,1,0,1,1
12617,smash,negative,0,1,0,1,1,0,1,0,1,-1
12618,snob,negative,0,0,0,0,0,1,1,0,1,-1
12619,sobriété,positive,0,0,0,0,0,0,1,0,1,1
12620,sociable,positive,0,0,0,0,0,0,1,0,1,1
12621,social,positive,0,0,0,0,0,0,1,0,1,1
12622,socialisme,positive,0,1,0,0,0,1,1,0,1,1
12623,socialiste,positive,0,1,1,1,0,1,1,0,1,1
12624,société,positive,0,0,0,0,0,0,1,0,1,1
12625,socle,positive,0,0,0,0,0,0,1,0,1,1
12626,s?ur,positive,0,0,0,0,0,0,1,0,1,1
12627,sofa,positive,0,0,1,0,0,0,1,0,1,1
12630,soie,positive,0,0,0,0,0,0,1,0,1,1
12631,soif,negative,0,0,1,0,1,0,1,0,1,-1
12632,soigner,positive,0,0,0,0,0,0,1,0,1,1
12633,soigneux,positive,0,0,0,0,0,0,1,0,1,1
12634,soigneusement,positive,0,0,0,0,0,0,1,0,1,1
12635,soin,positive,0,0,0,0,0,0,1,0,1,1
12636,soir,positive,0,0,0,0,0,0,1,0,1,1
12637,soirée,positive,0,0,0,0,0,0,1,0,1,1
12638,soixante,positive,0,0,0,0,0,0,1,0,1,1
12640,sol,positive,0,0,0,0,0,1,1,0,1,1
12641,solaire,positive,1,0,0,0,0,0,1,0,1,1
12642,soldat,positive,0,0,1,1,0,0,1,0,1,1
12643,solde,positive,0,0,0,0,0,0,1,0,1,1
12644,sole,negative,0,0,0,0,0,1,1,0,1,-1
12645,soleil,positive,0,0,0,0,1,0,1,0,1,1
12646,solidarité,positive,0,0,0,0,0,0,1,0,1,1
12648,solide,positive,0,1,1,0,1,0,1,0,1,1
12649,solidification,positive,0,0,0,0,0,0,1,0,1,1
12650,solidité,positive,0,0,0,0,0,0,1,0,1,1
12651,solitaire,negative,0,1,1,1,0,1,1,0,1,-1
12652,solitude,negative,0,1,1,0,0,0,1,0,1,-1
12653,sollicitation,positive,0,0,0,0,0,0,1,0,1,1
12654,solliciter,positive,0,0,0,0,0,0,1,0,1,1
12655,solo,negative,0,0,1,0,0,0,1,0,1,-1
12656,solubilité,positive,0,0,0,0,0,0,1,0,1,1
12657,soluble,positive,0,0,0,0,0,0,1,0,1,1
12658,solution,positive,0,0,0,0,0,0,1,0,1,1
12659,solutionner,positive,1,0,0,0,0,0,1,0,1,1
12660,solvabilité,positive,0,0,0,0,0,0,1,0,1,1
12661,solvable,positive,0,0,0,0,0,0,1,0,1,1
12662,solvant,positive,0,0,0,0,0,0,1,0,1,1
12663,somatique,negative,0,1,0,0,1,0,1,0,1,-1
12664,sombrer,negative,0,1,1,0,0,1,1,0,1,-1
12665,sombrement,negative,0,0,1,0,0,0,1,0,1,-1
12666,sommaire,negative,0,0,1,0,0,0,1,0,1,-1
12667,sommairement,negative,0,0,1,0,0,0,1,0,1,-1
12668,somme,negative,0,0,1,0,0,0,1,0,1,-1
12669,sommeil,positive,0,0,0,0,0,0,1,0,1,1
12670,sommeiller,positive,0,0,0,0,0,0,1,0,1,1
12671,sommer,negative,0,0,0,0,0,0,1,0,1,-1
12672,somnolence,negative,0,0,0,0,0,0,1,0,1,-1
12673,somnolent,negative,0,0,1,0,0,0,1,0,1,-1
12674,somnoler,negative,0,0,1,0,0,0,1,0,1,-1
12676,son,positive,0,0,0,0,0,1,1,0,1,1
12678,sonar,positive,0,0,0,0,0,0,1,0,1,1
12679,sonate,positive,0,0,0,0,0,0,1,0,1,1
12680,sondage,positive,0,0,0,0,0,0,1,0,1,1
12681,sonde,positive,0,0,0,0,0,0,1,0,1,1
12682,songe,positive,1,0,0,0,0,0,1,0,1,1
12683,songer,positive,1,0,0,0,0,0,1,0,1,1
12684,sonner,negative,0,0,1,0,1,0,1,0,1,-1
12685,sonnerie,positive,0,0,0,0,1,0,1,0,1,1
12686,sonnet,positive,0,0,1,0,0,0,1,0,1,1
12687,sonnette,positive,0,0,0,0,0,0,1,0,1,1
12688,sonneur,negative,0,1,0,1,1,0,1,0,1,-1
12689,sonore,negative,0,1,0,0,1,0,1,0,1,-1
12690,soporifique,negative,0,1,1,0,0,0,1,0,1,-1
12691,soprano,positive,0,0,0,0,0,0,1,0,1,1
12692,sorcellerie,negative,0,1,1,1,1,0,1,0,1,-1
12693,sorcier,negative,0,1,0,0,0,0,1,0,1,-1
12694,sordide,negative,0,1,1,1,0,1,1,0,1,-1
12695,sorgho,positive,0,0,0,0,0,0,1,0,1,1
12696,sororité,positive,0,0,1,1,1,0,1,0,1,1
12697,sort,negative,0,1,0,0,0,0,1,0,1,-1
12698,sorte,positive,0,0,0,0,0,0,1,0,1,1
12699,sortie,positive,0,1,0,0,1,0,1,0,1,1
12700,sortir,positive,0,0,0,0,0,0,1,0,1,1
12702,sosie,negative,0,1,0,1,1,0,1,0,1,-1
12703,sou,positive,0,0,0,0,0,0,1,0,1,1
12704,souche,positive,0,0,0,0,0,1,1,0,1,1
12705,souci,negative,0,1,1,0,0,0,1,0,1,-1
12706,soucier,negative,0,1,1,0,0,0,1,0,1,-1
12707,soucieux,negative,0,1,0,0,0,0,1,0,1,-1
12708,soucoupe,positive,0,0,0,0,0,0,1,0,1,1
12709,soudage,positive,0,0,0,0,0,0,1,0,1,1
12710,soudain,negative,0,0,0,0,1,0,1,0,1,-1
12711,souder,positive,0,0,0,0,0,0,1,0,1,1
12712,soudure,positive,0,0,0,0,0,0,1,0,1,1
12713,soufflant,negative,0,1,0,0,1,0,1,0,1,-1
12714,soufflante,negative,0,0,0,0,0,0,1,0,1,-1
12715,souffle,negative,0,1,0,1,1,0,1,0,1,-1
12716,souffler,negative,0,0,1,0,0,0,1,0,1,-1
12718,soufflet,negative,0,0,0,1,0,0,1,0,1,-1
12719,souffrance,negative,0,1,1,1,0,1,1,0,1,-1
12720,souffrir,negative,0,1,1,0,0,1,1,0,1,-1
12721,souffrant,negative,0,1,1,0,0,0,1,0,1,-1
12723,soufre,negative,0,1,0,1,0,1,1,0,1,-1
12724,souhaitable,positive,0,0,0,0,0,0,1,0,1,1
12725,souhaiter,positive,0,0,0,0,1,0,1,0,1,1
12726,souiller,negative,0,0,0,0,0,1,1,0,1,-1
12727,souillure,negative,0,0,0,0,0,0,1,0,1,-1
12728,souk,negative,0,0,0,0,0,0,1,0,1,-1
12729,soulagement,positive,0,0,0,0,0,0,1,0,1,1
12730,soulager,positive,0,0,0,0,0,0,1,0,1,1
12731,soulever,positive,0,0,0,0,0,0,1,0,1,1
12732,soulèvement,negative,0,1,0,1,1,0,1,0,1,-1
12733,soulier,positive,0,0,0,0,0,0,1,0,1,1
12734,soulignement,positive,0,0,0,0,0,0,1,0,1,1
12735,souligner,positive,0,0,0,0,0,0,1,0,1,1
12736,soumettre,negative,0,0,0,1,0,0,1,0,1,-1
12737,soumission,negative,0,1,1,1,0,1,1,0,1,-1
12738,soupape,positive,0,0,0,0,0,0,1,0,1,1
12739,soupçonner,negative,0,1,0,0,0,0,1,0,1,-1
12740,soupçonneux,negative,0,1,0,1,0,0,1,0,1,-1
12741,soupçon,negative,0,1,0,0,0,0,1,0,1,-1
12742,soupe,positive,0,0,0,0,0,0,1,0,1,1
12744,souper,positive,0,0,0,0,0,0,1,0,1,1
12745,soupeser,positive,0,1,0,0,0,0,1,0,1,1
12746,soupir,negative,0,0,1,0,0,0,1,0,1,-1
12747,soupirer,negative,0,0,1,1,0,1,1,0,1,-1
12748,source,positive,0,0,0,0,0,0,1,0,1,1
12749,sourd,negative,0,0,1,0,0,1,1,0,1,-1
12750,sourire,positive,1,0,0,0,0,0,1,0,1,1
12751,souriant,positive,1,0,0,0,0,0,1,0,1,1
12754,souris,negative,0,1,0,0,0,0,1,0,1,-1
12755,sournois,negative,0,1,1,1,0,1,1,0,1,-1
12771,souscripteur,positive,0,0,0,0,0,0,1,0,1,1
12772,souscription,positive,0,0,0,0,0,0,1,0,1,1
12773,souscrire,positive,0,0,0,0,0,0,1,0,1,1
12774,soustraction,negative,0,0,0,0,0,0,1,0,1,-1
12775,soustraire,negative,0,0,0,0,0,0,1,0,1,-1
12776,soutenable,positive,0,0,0,0,0,0,1,0,1,1
12777,soutenant,positive,0,0,0,0,0,0,1,0,1,1
12778,souteneur,negative,0,1,0,0,0,1,1,0,1,-1
12779,soutenir,positive,0,0,0,0,0,0,1,0,1,1
12780,souterrain,negative,0,1,0,0,0,0,1,0,1,-1
12781,souterrainne,negative,0,1,0,0,0,0,1,0,1,-1
12782,souterrainnes,negative,0,1,0,0,0,0,1,0,1,-1
12783,soutien,positive,0,0,0,0,0,0,1,0,1,1
12784,soutirer,negative,0,0,0,0,0,0,1,0,1,-1
12785,souvenir,positive,0,0,0,0,0,0,1,0,1,1
12787,souveraineté,positive,0,0,0,0,0,0,1,0,1,1
12788,spa,positive,0,0,0,0,1,0,1,0,1,1
12789,spasme,negative,0,1,0,0,0,0,1,0,1,-1
12790,spatule,positive,0,0,0,0,0,0,1,0,1,1
12791,spécial,positive,1,0,0,0,0,0,1,0,1,1
12792,spécialement,positive,0,0,0,0,0,0,1,0,1,1
12793,spécialiser,positive,0,0,0,0,0,0,1,0,1,1
12794,spécialiste,positive,0,0,0,0,0,0,1,0,1,1
12795,spécialité,positive,0,0,0,0,0,0,1,0,1,1
12796,spécification,positive,0,0,0,0,0,0,1,0,1,1
12797,spécifique,positive,0,0,0,0,0,0,1,0,1,1
12798,spécimen,positive,0,0,0,0,0,0,1,0,1,1
12799,spectacle,positive,0,0,0,0,0,0,1,0,1,1
12801,spectaculaire,positive,0,0,0,0,1,0,1,0,1,1
12802,spectre,negative,0,1,1,0,0,0,1,0,1,-1
12803,spectromètre,positive,0,0,0,0,0,0,1,0,1,1
12804,spectrophotomètre,positive,0,0,0,0,0,0,1,0,1,1
12805,spectroscopie,positive,0,0,0,0,0,0,1,0,1,1
12806,spéculation,negative,0,1,1,0,0,0,1,0,1,-1
12807,spéculer,negative,0,0,0,0,0,0,1,0,1,-1
12808,spéculum,negative,0,1,0,0,0,1,1,0,1,-1
12809,spencer,positive,0,0,0,0,0,0,1,0,1,1
12810,sperme,positive,0,0,0,0,0,1,1,0,1,1
12811,sphère,positive,0,0,0,0,0,0,1,0,1,1
12812,sphérique,positive,0,0,0,0,0,0,1,0,1,1
12813,sphinx,positive,0,0,0,0,0,0,1,0,1,1
12814,spinal,positive,0,0,0,0,0,0,1,0,1,1
12816,spiraler,positive,0,0,0,0,0,0,1,0,1,1
12817,spiritualité,positive,0,0,0,0,0,0,1,0,1,1
12818,spiritueux,negative,0,0,1,1,0,0,1,0,1,-1
12819,splendeur,positive,0,0,0,0,1,0,1,0,1,1
12820,splendide,positive,0,0,0,0,1,0,1,0,1,1
12821,spline,positive,0,0,0,0,0,0,1,0,1,1
12822,spoiler,negative,0,1,1,1,0,0,1,0,1,-1
12823,sponsor,positive,0,0,0,0,0,0,1,0,1,1
12824,sponsoring,positive,0,0,0,0,0,0,1,0,1,1
12825,sponsoriser,positive,0,0,0,0,0,0,1,0,1,1
12826,sporadique,negative,0,0,0,0,1,0,1,0,1,-1
12827,spore,negative,0,0,0,0,0,1,1,0,1,-1
12828,sport,positive,0,0,0,0,0,0,1,0,1,1
12829,spray,positive,0,0,0,0,0,0,1,0,1,1
12830,square,positive,0,0,0,0,0,0,1,0,1,1
12831,squat,negative,0,1,0,0,0,0,1,0,1,-1
12832,squatter,negative,0,1,1,0,0,1,1,0,1,-1
12833,squelette,negative,0,1,1,0,0,0,1,0,1,-1
12834,stabilité,positive,0,0,0,0,0,0,1,0,1,1
12835,stable,positive,0,1,0,0,1,0,1,0,1,1
12836,staccato,negative,0,0,0,0,0,0,1,0,1,-1
12837,stade,positive,0,0,0,0,0,0,1,0,1,1
12838,stagiaire,positive,0,0,0,0,0,0,1,0,1,1
12839,stagner,negative,0,0,1,0,0,0,1,0,1,-1
12840,stagnant,negative,0,0,1,0,0,0,1,0,1,-1
12841,stagnation,negative,0,1,1,0,0,0,1,0,1,-1
12842,stalle,positive,0,0,0,0,0,1,1,0,1,1
12843,stand,positive,0,0,0,0,0,1,1,0,1,1
12844,standard,positive,0,0,0,0,0,0,1,0,1,1
12845,standardiser,positive,0,0,0,0,0,0,1,0,1,1
12846,star,positive,0,0,0,0,0,0,1,0,1,1
12847,starter,negative,0,1,1,1,1,0,1,0,1,-1
12848,station,positive,0,0,0,0,0,0,1,0,1,1
12849,stationnaire,positive,0,0,0,0,0,0,1,0,1,1
12850,stationner,positive,0,0,0,0,0,0,1,0,1,1
12851,statique,positive,0,0,0,0,0,0,1,0,1,1
12852,statistique,positive,0,0,0,0,0,0,1,0,1,1
12853,stator,positive,0,0,0,0,0,0,1,0,1,1
12854,statuaire,positive,0,0,0,0,0,0,1,0,1,1
12855,statue,positive,0,0,0,0,0,0,1,0,1,1
12857,statuette,positive,0,0,0,0,0,0,1,0,1,1
12858,stature,positive,0,0,0,0,0,0,1,0,1,1
12859,statut,positive,0,0,0,0,0,0,1,0,1,1
12860,statutaire,positive,0,0,0,0,0,0,1,0,1,1
12861,stellaire,positive,0,0,0,0,0,0,1,0,1,1
12862,stencil,positive,0,0,0,0,0,0,1,0,1,1
12863,sténo,positive,0,0,0,0,0,0,1,0,1,1
12864,sténographie,positive,0,0,0,0,0,0,1,0,1,1
12865,steppe,negative,0,1,1,0,0,0,1,0,1,-1
12866,stéréoscopique,positive,0,0,0,0,0,0,1,0,1,1
12867,stéréotype,negative,0,0,0,0,0,1,1,0,1,-1
12868,stéréotyper,negative,0,0,0,0,0,1,1,0,1,-1
12869,stérile,negative,0,1,1,0,0,0,1,0,1,-1
12870,stériliser,positive,0,1,1,0,0,0,1,0,1,1
12871,stérilité,negative,0,1,1,0,0,0,1,0,1,-1
12872,sterling,positive,0,0,0,1,0,0,1,0,1,1
12873,sterne,positive,0,0,0,0,0,0,1,0,1,1
12874,stéthoscope,positive,0,0,0,0,0,0,1,0,1,1
12875,steward,positive,0,0,0,0,0,0,1,0,1,1
12876,stigmate,negative,0,1,1,1,0,1,1,0,1,-1
12877,stimulant,positive,0,0,0,0,0,0,1,0,1,1
12878,stimulation,positive,1,0,0,0,0,0,1,0,1,1
12879,stimuler,positive,0,0,0,0,0,0,1,0,1,1
12880,stimulus,positive,0,0,0,0,0,0,1,0,1,1
12881,stipulation,positive,0,0,0,0,0,0,1,0,1,1
12882,stipuler,positive,0,0,0,0,0,0,1,0,1,1
12883,stock,positive,0,0,0,0,0,0,1,0,1,1
12884,stockage,positive,0,0,0,0,0,0,1,0,1,1
12885,stocker,positive,0,0,0,0,0,0,1,0,1,1
12886,stoïque,positive,0,0,0,0,0,0,1,0,1,1
12887,stratège,positive,0,0,0,0,0,0,1,0,1,1
12888,stratégie,positive,0,0,0,0,0,0,1,0,1,1
12889,stratégique,positive,0,0,0,0,0,0,1,0,1,1
12890,stratification,positive,0,0,0,0,0,0,1,0,1,1
12891,stratus,negative,0,0,1,0,0,0,1,0,1,-1
12892,stress,negative,0,1,0,1,0,0,1,0,1,-1
12893,stresser,negative,0,1,1,1,0,0,1,0,1,-1
12894,stressant,negative,0,1,1,1,0,0,1,0,1,-1
12895,strict,negative,0,0,1,0,0,0,1,0,1,-1
12896,strident,negative,0,1,0,1,1,0,1,0,1,-1
12897,strie,negative,0,0,0,0,0,0,1,0,1,-1
12898,strier,positive,0,0,0,0,0,0,1,0,1,1
12899,stroboscopique,positive,0,0,0,0,0,0,1,0,1,1
12900,strophe,positive,0,0,0,0,0,0,1,0,1,1
12901,structure,positive,0,0,0,0,0,0,1,0,1,1
12902,structurer,positive,0,0,0,0,0,0,1,0,1,1
12903,stuc,positive,0,0,0,0,0,0,1,0,1,1
12904,studio,positive,0,0,0,0,0,0,1,0,1,1
12905,stupéfaction,positive,0,0,0,0,1,0,1,0,1,1
12906,stupéfaire,negative,0,1,0,0,1,1,1,0,1,-1
12907,stupéfiant,negative,0,0,0,0,1,0,1,0,1,-1
12908,stupéfier,positive,0,0,0,0,1,0,1,0,1,1
12909,stupide,negative,0,0,0,1,0,1,1,0,1,-1
12910,stupidité,negative,0,0,0,1,0,1,1,0,1,-1
12911,style,positive,0,0,0,0,0,0,1,0,1,1
12912,stylet,negative,0,1,0,0,0,0,1,0,1,-1
12913,stylo,positive,0,0,0,0,0,0,1,0,1,1
12914,suaire,negative,0,0,1,0,0,0,1,0,1,-1
12915,suer,negative,0,0,0,0,0,1,1,0,1,-1
12916,suavité,positive,0,0,0,0,0,0,1,0,1,1
12917,subalterne,negative,0,0,1,0,0,1,1,0,1,-1
12918,subatomique,positive,0,0,0,0,0,0,1,0,1,1
12919,subconscient,negative,0,0,0,0,0,0,1,0,1,-1
12920,subdiviser,positive,0,0,0,0,0,0,1,0,1,1
12921,subdivision,positive,0,0,0,0,0,0,1,0,1,1
12922,subduction,positive,0,0,0,0,0,0,1,0,1,1
12923,subir,negative,0,0,1,0,0,0,1,0,1,-1
12924,subito,positive,0,0,0,0,1,0,1,0,1,1
12925,sublimation,positive,1,0,0,0,0,0,1,0,1,1
12926,subliminal,negative,0,0,0,0,1,0,1,0,1,-1
12927,submerger,negative,0,1,1,0,1,0,1,0,1,-1
12928,submersible,negative,0,1,0,0,0,0,1,0,1,-1
12929,submersion,negative,0,1,0,0,0,0,1,0,1,-1
12930,subordination,negative,0,0,0,0,0,0,1,0,1,-1
12931,subsidiaire,negative,0,0,0,0,0,0,1,0,1,-1
12932,subsistance,positive,1,0,0,0,0,0,1,0,1,1
12933,subsister,positive,0,0,0,0,0,0,1,0,1,1
12934,substance,positive,0,0,0,0,0,0,1,0,1,1
12935,substantiellement,positive,0,0,0,0,0,0,1,0,1,1
12936,substituer,negative,0,0,0,0,0,0,1,0,1,-1
12937,substitut,negative,0,0,0,0,0,0,1,0,1,-1
12938,substitution,negative,0,0,0,0,0,0,1,0,1,-1
12939,subtil,positive,0,0,0,0,1,0,1,0,1,1
12940,subvenir,positive,0,0,0,0,0,0,1,0,1,1
12941,subvention,positive,0,0,0,1,0,1,1,0,1,1
12942,subventionner,positive,0,0,0,0,0,0,1,0,1,1
12943,subversion,negative,0,1,0,1,0,0,1,0,1,-1
12944,subvertir,negative,0,1,1,0,0,1,1,0,1,-1
12945,sucer,negative,0,0,0,0,0,0,1,0,1,-1
12946,succès,positive,1,0,0,0,0,0,1,0,1,1
12947,successeur,positive,0,0,0,0,0,0,1,0,1,1
12948,succession,positive,0,0,0,0,0,0,1,0,1,1
12949,succinct,positive,0,0,0,0,0,0,1,0,1,1
12950,succion,negative,0,1,0,0,0,0,1,0,1,-1
12951,succomber,negative,0,1,1,0,0,0,1,0,1,-1
12952,succulent,positive,1,0,0,0,0,0,1,0,1,1
12953,succursale,positive,0,0,0,0,0,0,1,0,1,1
12954,sucette,positive,0,0,0,1,0,0,1,0,1,1
12955,sucre,positive,0,0,0,0,0,0,1,0,1,1
12956,sucrer,positive,0,0,0,0,1,0,1,0,1,1
12957,sucrerie,positive,1,0,0,0,0,0,1,0,1,1
12958,sudation,negative,0,0,0,0,0,1,1,0,1,-1
12959,sueur,negative,0,1,0,0,0,1,1,0,1,-1
12960,suffire,positive,0,0,0,0,0,0,1,0,1,1
12961,suffisamment,positive,0,0,0,0,0,0,1,0,1,1
12962,suffisance,negative,0,0,0,1,0,0,1,0,1,-1
12963,suffisant,positive,0,0,0,0,0,1,1,0,1,1
12964,suffixe,positive,0,0,0,0,0,0,1,0,1,1
12965,suffocant,negative,0,1,1,0,0,1,1,0,1,-1
12966,suffocation,negative,0,1,0,1,0,0,1,0,1,-1
12967,suggérer,positive,0,0,0,0,0,0,1,0,1,1
12968,suggestion,positive,0,0,0,0,0,0,1,0,1,1
12969,suicidaire,negative,0,1,1,1,0,1,1,0,1,-1
12970,suicide,negative,0,1,1,1,0,0,1,0,1,-1
12971,suicider,negative,0,1,1,1,0,0,1,0,1,-1
12972,suie,negative,0,0,0,0,0,1,1,0,1,-1
12973,suif,positive,0,0,0,0,0,0,1,0,1,1
12974,suintement,negative,0,0,0,0,0,1,1,0,1,-1
12975,suinter,negative,0,0,0,0,0,1,1,0,1,-1
12976,suivant,negative,0,0,0,0,0,0,1,0,1,-1
12978,suivre,positive,0,0,0,0,0,0,1,0,1,1
12981,sujet,negative,0,0,1,1,0,1,1,0,1,-1
12982,sujétion,negative,0,1,1,0,0,0,1,0,1,-1
12983,sultan,positive,0,1,0,0,0,0,1,0,1,1
12984,sumo,negative,0,1,0,0,0,0,1,0,1,-1
12985,super,positive,0,1,1,1,1,0,1,0,1,1
12986,superbe,positive,1,0,0,0,0,0,1,0,1,1
12987,superficie,positive,0,0,0,0,0,0,1,0,1,1
12988,supériorité,positive,0,0,0,0,0,0,1,0,1,1
12989,superlatif,positive,0,0,0,0,0,0,1,0,1,1
12990,superman,positive,0,0,0,0,0,0,1,0,1,1
12991,supermarché,positive,0,0,0,0,0,0,1,0,1,1
12992,superposer,positive,0,0,0,0,0,0,1,0,1,1
12993,superposition,positive,0,0,0,0,0,0,1,0,1,1
12994,superstar,positive,0,0,0,0,0,0,1,0,1,1
12995,superstition,negative,0,1,0,0,0,0,1,0,1,-1
12996,superviser,positive,0,0,0,0,0,0,1,0,1,1
12997,superviseur,positive,0,0,0,0,0,0,1,0,1,1
12998,supllier,negative,0,0,1,0,0,0,1,0,1,-1
12999,supplanter,positive,0,0,0,0,0,0,1,0,1,1
13000,supplément,positive,0,0,1,1,0,1,1,0,1,1
13001,supplémentaire,positive,0,0,0,0,0,0,1,0,1,1
13002,supplication,positive,0,0,0,0,0,0,1,0,1,1
13003,supplice,negative,0,1,1,1,1,0,1,0,1,-1
13004,support,positive,0,0,0,0,0,0,1,0,1,1
13006,supporteur,positive,0,0,0,0,0,0,1,0,1,1
13007,supposer,negative,0,1,0,0,0,0,1,0,1,-1
13008,suppression,negative,0,1,1,1,0,1,1,0,1,-1
13009,supprimer,negative,0,1,1,1,0,0,1,0,1,-1
13010,suprématie,positive,0,1,0,1,1,0,1,0,1,1
13011,suprême,positive,0,0,0,0,0,0,1,0,1,1
13012,suprêmement,positive,0,0,0,0,0,0,1,0,1,1
13016,surabondance,negative,0,0,0,0,0,1,1,0,1,-1
13017,surcharge,negative,0,0,1,0,0,0,1,0,1,-1
13018,surcharger,negative,0,0,1,0,0,0,1,0,1,-1
13019,surdité,negative,0,1,1,0,0,0,1,0,1,-1
13020,surestimer,negative,0,0,0,0,1,0,1,0,1,-1
13021,sûreté,positive,0,0,0,0,0,0,1,0,1,1
13022,surf,positive,0,0,0,0,0,0,1,0,1,1
13023,surface,positive,0,0,0,0,0,0,1,0,1,1
13024,surfacturé,negative,0,0,1,0,0,0,1,0,1,-1
13025,surfacturée,negative,0,0,1,0,0,0,1,0,1,-1
13026,surfacturées,negative,0,0,1,0,0,0,1,0,1,-1
13027,surfacturés,negative,0,0,1,0,0,0,1,0,1,-1
13028,surfer,positive,0,0,0,0,0,0,1,0,1,1
13029,surgir,positive,0,0,0,0,1,0,1,0,1,1
13030,surhomme,positive,0,0,0,0,0,0,1,0,1,1
13031,surhumain,positive,0,0,0,0,0,0,1,0,1,1
13032,surintendant,positive,0,0,0,0,0,0,1,0,1,1
13033,surintendante,positive,0,0,0,0,0,0,1,0,1,1
13034,surmenage,negative,0,1,1,0,0,0,1,0,1,-1
13035,surnageant,positive,0,0,0,0,0,0,1,0,1,1
13036,surnom,positive,0,0,0,0,0,0,1,0,1,1
13037,surnommer,positive,0,0,0,0,0,0,1,0,1,1
13038,surpasser,positive,0,0,0,0,0,0,1,0,1,1
13041,surplomber,positive,0,0,0,0,0,0,1,0,1,1
13042,surplombant,positive,0,0,0,0,0,0,1,0,1,1
13043,surplus,negative,0,0,0,0,0,0,1,0,1,-1
13044,surprenant,positive,0,0,0,0,1,0,1,0,1,1
13045,surseoir,positive,0,0,0,0,0,0,1,0,1,1
13046,surstocker,negative,0,0,0,0,0,0,1,0,1,-1
13047,surtaxe,negative,0,0,1,1,0,1,1,0,1,-1
13048,surtout,positive,0,0,0,0,0,0,1,0,1,1
13049,survaleur,positive,1,0,0,0,0,0,1,0,1,1
13050,surveillance,positive,0,1,1,0,0,0,1,0,1,1
13053,surveiller,positive,0,1,0,0,0,0,1,0,1,1
13054,survenir,positive,0,0,0,0,1,0,1,0,1,1
13055,survie,positive,0,0,0,0,0,0,1,0,1,1
13056,survivant,positive,1,0,0,0,0,0,1,0,1,1
13057,survivre,positive,1,0,0,0,0,0,1,0,1,1
13059,susceptibilité,negative,0,0,1,0,0,0,1,0,1,-1
13060,susceptible,negative,0,1,1,1,0,0,1,0,1,-1
13061,susdit,positive,0,0,0,0,0,0,1,0,1,1
13062,susmentionné,positive,0,0,0,0,0,0,1,0,1,1
13063,suspect,negative,0,1,0,0,0,0,1,0,1,-1
13064,suspecter,negative,0,1,0,0,0,0,1,0,1,-1
13065,suspendre,negative,0,0,1,0,1,0,1,0,1,-1
13066,suspense,negative,0,1,0,0,1,0,1,0,1,-1
13067,suspension,negative,0,1,0,0,0,0,1,0,1,-1
13068,suspicieux,negative,0,1,0,1,0,0,1,0,1,-1
13069,suspicion,negative,0,1,0,0,0,0,1,0,1,-1
13070,suture,negative,0,1,0,0,0,1,1,0,1,-1
13072,svastika,negative,0,1,0,1,0,1,1,0,1,-1
13073,svelte,positive,0,0,0,0,0,0,1,0,1,1
13074,swag,positive,0,0,0,0,0,0,1,0,1,1
